requirement_id,catalog_id,level,required_at_l2,chapter,section,applicable,status,rationale,evidence,owner_role,next_step
v5.0.0-16.5.2,V16.5.2,2,YES,V16,Error Handling,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_audit_regressions.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-16.5.3,V16.5.3,2,YES,V16,Error Handling,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,tests/test_delivery_assurance.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-16.5.4,V16.5.4,3,NO,V16,Error Handling,YES,PARTIAL,Referenced code/tests verify a bounded subset; independent whole-requirement review and runtime checks remain.,alert_bot_project/worker/main.py;docs/asvs_assurance.md,Security maintainer,Run referenced checks and assess the remaining requirement scope independently.
v5.0.0-17.1.1,V17.1.1,2,YES,V17,TURN Server,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.1.2,V17.1.2,3,NO,V17,TURN Server,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.1,V17.2.1,2,YES,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.2,V17.2.2,2,YES,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.3,V17.2.3,2,YES,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.4,V17.2.4,2,YES,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.5,V17.2.5,3,NO,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.6,V17.2.6,3,NO,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.7,V17.2.7,3,NO,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.2.8,V17.2.8,3,NO,V17,Media,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.3.1,V17.3.1,2,YES,V17,Signaling,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
v5.0.0-17.3.2,V17.3.2,2,YES,V17,Signaling,NO,N/A,Bot application has no WebRTC surface for this requirement; external Telegram/Grafana responsibilities require separate assurance.,docs/asvs_assurance.md,Security maintainer,Reassess if the application adds this feature or expands scope.
